class_label,subclass_label,supertype_label
IT-ET Glut,CLA-EPd-CTX Car3 Glut,CLA-EPd-CTX Car3 Glut_1
IT-ET Glut,CLA-EPd-CTX Car3 Glut,CLA-EPd-CTX Car3 Glut_2
IT-ET Glut,IT EP-CLA Glut,IT EP-CLA Glut_1
IT-ET Glut,IT EP-CLA Glut,IT EP-CLA Glut_2
IT-ET Glut,IT EP-CLA Glut,IT EP-CLA Glut_3
IT-ET Glut,IT EP-CLA Glut,IT EP-CLA Glut_4
IT-ET Glut,L6 IT CTX Glut,L6 IT CTX Glut_1
IT-ET Glut,L6 IT CTX Glut,L6 IT CTX Glut_2
IT-ET Glut,L6 IT CTX Glut,L6 IT CTX Glut_3
IT-ET Glut,L6 IT CTX Glut,L6 IT CTX Glut_4
IT-ET Glut,L6 IT CTX Glut,L6 IT CTX Glut_5
IT-ET Glut,L5 IT CTX Glut,L5 IT CTX Glut_1
IT-ET Glut,L5 IT CTX Glut,L5 IT CTX Glut_2
IT-ET Glut,L5 IT CTX Glut,L5 IT CTX Glut_3
IT-ET Glut,L5 IT CTX Glut,L5 IT CTX Glut_4
IT-ET Glut,L5 IT CTX Glut,L5 IT CTX Glut_5
IT-ET Glut,IT AON-TT-DP Glut,IT AON-TT-DP Glut_1
IT-ET Glut,IT AON-TT-DP Glut,IT AON-TT-DP Glut_2
IT-ET Glut,IT AON-TT-DP Glut,IT AON-TT-DP Glut_3
IT-ET Glut,IT AON-TT-DP Glut,IT AON-TT-DP Glut_4
IT-ET Glut,IT AON-TT-DP Glut,IT AON-TT-DP Glut_5
IT-ET Glut,L2 IT ENT-po Glut,L2 IT ENT-po Glut_2
IT-ET Glut,L2 IT ENT-po Glut,L2 IT ENT-po Glut_3
IT-ET Glut,L2 IT ENT-po Glut,L2 IT ENT-po Glut_4
IT-ET Glut,MEA Slc17a7 Glut,MEA Slc17a7 Glut_1
IT-ET Glut,MEA Slc17a7 Glut,MEA Slc17a7 Glut_2
IT-ET Glut,MEA Slc17a7 Glut,MEA Slc17a7 Glut_3
IT-ET Glut,COAp Grxcr2 Glut,COAp Grxcr2 Glut_1
IT-ET Glut,COAp Grxcr2 Glut,COAp Grxcr2 Glut_2
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_1
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_2
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_3
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_4
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_5
IT-ET Glut,LA-BLA-BMA-PA Glut,LA-BLA-BMA-PA Glut_6
IT-ET Glut,ENTmv-PA-COAp Glut,ENTmv-PA-COAp Glut_1
IT-ET Glut,ENTmv-PA-COAp Glut,ENTmv-PA-COAp Glut_2
IT-ET Glut,ENTmv-PA-COAp Glut,ENTmv-PA-COAp Glut_3
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_1
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_2
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_3
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_4
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_5
IT-ET Glut,CA1-ProS Glut,CA1-ProS Glut_6
IT-ET Glut,CA3 Glut,CA3 Glut_1
IT-ET Glut,CA3 Glut,CA3 Glut_2
IT-ET Glut,CA3 Glut,CA3 Glut_3
IT-ET Glut,CA3 Glut,CA3 Glut_4
IT-ET Glut,CA3 Glut,CA3 Glut_5
IT-ET Glut,L2 IT PPP-APr Glut,L2 IT PPP-APr Glut_1
IT-ET Glut,L2 IT PPP-APr Glut,L2 IT PPP-APr Glut_2
IT-ET Glut,L2 IT PPP-APr Glut,L2 IT PPP-APr Glut_3
IT-ET Glut,L2 IT PPP-APr Glut,L2 IT PPP-APr Glut_4
IT-ET Glut,L4 RSP-ACA Glut,L4 RSP-ACA Glut_1
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_1
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_2
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_3
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_4
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_5
IT-ET Glut,L5 ET CTX Glut,L5 ET CTX Glut_6
IT-ET Glut,SUB-ProS Glut,SUB-ProS Glut_1
IT-ET Glut,SUB-ProS Glut,SUB-ProS Glut_2
IT-ET Glut,SUB-ProS Glut,SUB-ProS Glut_3
IT-ET Glut,L5 PPP Glut,L5 PPP Glut_1
IT-ET Glut,CA2-FC-IG Glut,CA2-FC-IG Glut_1
IT-ET Glut,CA2-FC-IG Glut,CA2-FC-IG Glut_2
IT-ET Glut,NLOT Rho Glut,NLOT Rho Glut_1
NP-CT-L6b Glut,L6b EPd Glut,L6b EPd Glut_1
NP-CT-L6b Glut,L6b EPd Glut,L6b EPd Glut_2
NP-CT-L6b Glut,L6b EPd Glut,L6b EPd Glut_3
NP-CT-L6b Glut,L6b CTX Glut,L6b CTX Glut_1
NP-CT-L6b Glut,L6b CTX Glut,L6b CTX Glut_2
NP-CT-L6b Glut,L6b CTX Glut,L6b CTX Glut_3
NP-CT-L6b Glut,L6b CTX Glut,L6b CTX Glut_4
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_1
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_2
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_3
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_4
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_5
NP-CT-L6b Glut,L6 CT CTX Glut,L6 CT CTX Glut_6
NP-CT-L6b Glut,CT SUB Glut,CT SUB Glut_1
NP-CT-L6b Glut,CT SUB Glut,CT SUB Glut_2
NP-CT-L6b Glut,L5 NP CTX Glut,L5 NP CTX Glut_1
NP-CT-L6b Glut,L5 NP CTX Glut,L5 NP CTX Glut_2
NP-CT-L6b Glut,L5 NP CTX Glut,L5 NP CTX Glut_3
NP-CT-L6b Glut,L5 NP CTX Glut,L5 NP CTX Glut_4
NP-CT-L6b Glut,L5 NP CTX Glut,L5 NP CTX Glut_5
NP-CT-L6b Glut,NP SUB Glut,NP SUB Glut_1
NP-CT-L6b Glut,NP SUB Glut,NP SUB Glut_2
NP-CT-L6b Glut,NP PPP Glut,NP PPP Glut_1
DG-IMN Glut,DG Glut,DG Glut_1
DG-IMN Glut,DG Glut,DG Glut_2
DG-IMN Glut,DG Glut,DG Glut_3
DG-IMN Glut,DG Glut,DG Glut_4
DG-IMN Glut,DG-PIR Ex IMN,DG-PIR Ex IMN_1
DG-IMN Glut,DG-PIR Ex IMN,DG-PIR Ex IMN_2
DG-IMN Glut,DG-PIR Ex IMN,DG-PIR Ex IMN_3
LSX GABA,LSX Sall3 Pax6 Gaba,LSX Sall3 Pax6 Gaba_1
LSX GABA,LSX Sall3 Pax6 Gaba,LSX Sall3 Pax6 Gaba_2
LSX GABA,LSX Otx2 Gaba,LSX Otx2 Gaba_1
LSX GABA,LSX Otx2 Gaba,LSX Otx2 Gaba_2
LSX GABA,LSX Otx2 Gaba,LSX Otx2 Gaba_3
LSX GABA,LSX Otx2 Gaba,LSX Otx2 Gaba_4
LSX GABA,LSX Otx2 Gaba,LSX Otx2 Gaba_5
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_1
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_2
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_3
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_4
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_5
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_6
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_7
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_8
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_9
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_10
LSX GABA,LSX Nkx2-1 Gaba,LSX Nkx2-1 Gaba_11
LSX GABA,LSX Prdm12 Zeb2 Gaba,LSX Prdm12 Zeb2 Gaba_1
LSX GABA,LSX Prdm12 Zeb2 Gaba,LSX Prdm12 Zeb2 Gaba_2
LSX GABA,LSX Prdm12 Zeb2 Gaba,LSX Prdm12 Zeb2 Gaba_3
LSX GABA,LSX Prdm12 Zeb2 Gaba,LSX Prdm12 Zeb2 Gaba_4
LSX GABA,LSX Prdm12 Zeb2 Gaba,LSX Prdm12 Zeb2 Gaba_5
LSX GABA,LSX Prdm12 Slit2 Gaba,LSX Prdm12 Slit2 Gaba_1
LSX GABA,LSX Prdm12 Slit2 Gaba,LSX Prdm12 Slit2 Gaba_2
LSX GABA,LSX Prdm12 Slit2 Gaba,LSX Prdm12 Slit2 Gaba_3
LSX GABA,LSX Prdm12 Slit2 Gaba,LSX Prdm12 Slit2 Gaba_4
LSX GABA,LSX Prdm12 Slit2 Gaba,LSX Prdm12 Slit2 Gaba_5
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_1
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_2
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_3
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_4
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_5
LSX GABA,LSX Sall3 Lmo1 Gaba,LSX Sall3 Lmo1 Gaba_6
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_1
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_2
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_3
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_4
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_5
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_6
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_7
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_8
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_9
CNU-HYa GABA,MEA-BST Sox6 Gaba,MEA-BST Sox6 Gaba_10
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_1
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_2
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_3
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_4
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_5
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_6
CNU-HYa GABA,MEA-BST Lhx6 Sp9 Gaba,MEA-BST Lhx6 Sp9 Gaba_7
CNU-HYa GABA,MEA-BST Lhx6 Nr2e1 Gaba,MEA-BST Lhx6 Nr2e1 Gaba_1
CNU-HYa GABA,MEA-BST Lhx6 Nr2e1 Gaba,MEA-BST Lhx6 Nr2e1 Gaba_2
CNU-HYa GABA,MEA-BST Lhx6 Nr2e1 Gaba,MEA-BST Lhx6 Nr2e1 Gaba_3
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_1
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_2
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_3
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_4
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_5
CNU-HYa GABA,MEA-BST Lhx6 Nfib Gaba,MEA-BST Lhx6 Nfib Gaba_6
CNU-HYa GABA,CEA-BST Gal Avp Gaba,CEA-BST Gal Avp Gaba_1
CNU-HYa GABA,SI-MA-ACB Ebf1 Bnc2 Gaba,SI-MA-ACB Ebf1 Bnc2 Gaba_1
CNU-HYa GABA,SI-MA-ACB Ebf1 Bnc2 Gaba,SI-MA-ACB Ebf1 Bnc2 Gaba_2
CNU-HYa GABA,SI-MA-ACB Ebf1 Bnc2 Gaba,SI-MA-ACB Ebf1 Bnc2 Gaba_3
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_1
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_2
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_3
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_4
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_5
CNU-HYa GABA,CEA-BST Six3 Cyp26b1 Gaba,CEA-BST Six3 Cyp26b1 Gaba_6
CNU-HYa GABA,ACB-BST-FS D1 Gaba,ACB-BST-FS D1 Gaba_1
CNU-HYa GABA,ACB-BST-FS D1 Gaba,ACB-BST-FS D1 Gaba_2
CNU-HYa GABA,ACB-BST-FS D1 Gaba,ACB-BST-FS D1 Gaba_3
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_1
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_2
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_3
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_4
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_5
CNU-HYa GABA,SI-MPO-LPO Lhx8 Gaba,SI-MPO-LPO Lhx8 Gaba_6
CNU-HYa GABA,MPO-ADP Lhx8 Gaba,MPO-ADP Lhx8 Gaba_1
CNU-HYa GABA,MPO-ADP Lhx8 Gaba,MPO-ADP Lhx8 Gaba_2
CNU-HYa GABA,MPO-ADP Lhx8 Gaba,MPO-ADP Lhx8 Gaba_3
CNU-HYa GABA,MPO-ADP Lhx8 Gaba,MPO-ADP Lhx8 Gaba_4
CNU-HYa GABA,MPO-ADP Lhx8 Gaba,MPO-ADP Lhx8 Gaba_5
CNU-HYa GABA,MPN-MPO-LPO Lhx6 Zfhx3 Gaba,MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
CNU-HYa GABA,MPN-MPO-LPO Lhx6 Zfhx3 Gaba,MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2
CNU-HYa GABA,BST Tac2 Gaba,BST Tac2 Gaba_1
CNU-HYa GABA,BST Tac2 Gaba,BST Tac2 Gaba_2
HY GABA,TMv-PMv Tbx3 Hist-Gaba,TMv-PMv Tbx3 Hist-Gaba_1
HY GABA,TMv-PMv Tbx3 Hist-Gaba,TMv-PMv Tbx3 Hist-Gaba_2
HY GABA,RT-ZI Gnb3 Gaba,RT-ZI Gnb3 Gaba_1
HY GABA,RT-ZI Gnb3 Gaba,RT-ZI Gnb3 Gaba_2
HY GABA,RT-ZI Gnb3 Gaba,RT-ZI Gnb3 Gaba_3
HY GABA,RT-ZI Gnb3 Gaba,RT-ZI Gnb3 Gaba_4
HY GABA,RT-ZI Gnb3 Gaba,RT-ZI Gnb3 Gaba_5
HY GABA,SCH Six6 Cdc14a Gaba,SCH Six6 Cdc14a Gaba_1
HY GABA,SCH Six6 Cdc14a Gaba,SCH Six6 Cdc14a Gaba_2
HY GABA,SCH Six6 Cdc14a Gaba,SCH Six6 Cdc14a Gaba_3
HY GABA,DMH Prdm13 Gaba,DMH Prdm13 Gaba_1
HY GABA,DMH Prdm13 Gaba,DMH Prdm13 Gaba_2
HY GABA,PVHd Gsc Gaba,PVHd Gsc Gaba_1
HY GABA,PVHd-SBPV Six3 Prox1 Gaba,PVHd-SBPV Six3 Prox1 Gaba_1
HY GABA,PVHd-SBPV Six3 Prox1 Gaba,PVHd-SBPV Six3 Prox1 Gaba_2
HY GABA,PVHd-SBPV Six3 Prox1 Gaba,PVHd-SBPV Six3 Prox1 Gaba_3
HY GABA,PVHd-SBPV Six3 Prox1 Gaba,PVHd-SBPV Six3 Prox1 Gaba_4
HY GABA,AHN Onecut3 Gaba,AHN Onecut3 Gaba_1
HY GABA,AHN Onecut3 Gaba,AHN Onecut3 Gaba_2
HY GABA,AHN Onecut3 Gaba,AHN Onecut3 Gaba_3
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_1
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_2
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_3
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_4
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_5
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_6
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_7
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_8
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_9
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_10
HY GABA,ZI Pax6 Gaba,ZI Pax6 Gaba_11
HY GABA,DMH-LHA Gsx1 Gaba,DMH-LHA Gsx1 Gaba_1
HY GABA,DMH-LHA Gsx1 Gaba,DMH-LHA Gsx1 Gaba_2
HY GABA,DMH-LHA Gsx1 Gaba,DMH-LHA Gsx1 Gaba_3
HY GABA,DMH-LHA Gsx1 Gaba,DMH-LHA Gsx1 Gaba_4
HY GABA,PVHd-DMH Lhx6 Gaba,PVHd-DMH Lhx6 Gaba_1
HY GABA,PVHd-DMH Lhx6 Gaba,PVHd-DMH Lhx6 Gaba_2
HY GABA,PVHd-DMH Lhx6 Gaba,PVHd-DMH Lhx6 Gaba_3
HY GABA,PVHd-DMH Lhx6 Gaba,PVHd-DMH Lhx6 Gaba_4
HY GABA,TU-ARH Otp Six6 Gaba,TU-ARH Otp Six6 Gaba_1
HY GABA,TU-ARH Otp Six6 Gaba,TU-ARH Otp Six6 Gaba_2
HY GABA,TU-ARH Otp Six6 Gaba,TU-ARH Otp Six6 Gaba_3
HY GABA,TMd-DMH Foxd2 Gaba,TMd-DMH Foxd2 Gaba_1
HY GABA,PVpo-VMPO-MPN Hmx2 Gaba,PVpo-VMPO-MPN Hmx2 Gaba_1
HY GABA,PVpo-VMPO-MPN Hmx2 Gaba,PVpo-VMPO-MPN Hmx2 Gaba_2
HY GABA,PVpo-VMPO-MPN Hmx2 Gaba,PVpo-VMPO-MPN Hmx2 Gaba_3
HY GABA,PVpo-VMPO-MPN Hmx2 Gaba,PVpo-VMPO-MPN Hmx2 Gaba_4
HY GABA,PVpo-VMPO-MPN Hmx2 Gaba,PVpo-VMPO-MPN Hmx2 Gaba_5
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_1
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_2
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_3
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_4
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_5
HY GABA,DMH Hmx2 Gaba,DMH Hmx2 Gaba_6
HY GABA,ARH-PVp Tbx3 Gaba,ARH-PVp Tbx3 Gaba_1
HY GABA,ARH-PVp Tbx3 Gaba,ARH-PVp Tbx3 Gaba_2
HY GABA,ARH-PVp Tbx3 Gaba,ARH-PVp Tbx3 Gaba_3
HY GABA,LGv-ZI Otx2 Gaba,LGv-ZI Otx2 Gaba_1
HY GABA,LGv-ZI Otx2 Gaba,LGv-ZI Otx2 Gaba_2
HY GABA,LGv-ZI Otx2 Gaba,LGv-ZI Otx2 Gaba_3
HY GABA,LGv-ZI Otx2 Gaba,LGv-ZI Otx2 Gaba_4
HY GABA,LGv-ZI Otx2 Gaba,LGv-ZI Otx2 Gaba_5
CNU-HYa Glut,BST-po Iigp1 Glut,BST-po Iigp1 Glut_1
CNU-HYa Glut,TRS-BAC Sln Glut,TRS-BAC Sln Glut_1
CNU-HYa Glut,TRS-BAC Sln Glut,TRS-BAC Sln Glut_2
CNU-HYa Glut,MEA-COA-BMA Ccdc42 Glut,MEA-COA-BMA Ccdc42 Glut_1
CNU-HYa Glut,MEA-COA-BMA Ccdc42 Glut,MEA-COA-BMA Ccdc42 Glut_2
CNU-HYa Glut,MEA-COA-BMA Ccdc42 Glut,MEA-COA-BMA Ccdc42 Glut_3
CNU-HYa Glut,MEA-COA-BMA Ccdc42 Glut,MEA-COA-BMA Ccdc42 Glut_4
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_1
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_2
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_3
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_4
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_5
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_6
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_7
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_8
CNU-HYa Glut,COAa-PAA-MEA Barhl2 Glut,COAa-PAA-MEA Barhl2 Glut_9
CNU-HYa Glut,MS-SF Bsx Glut,MS-SF Bsx Glut_1
CNU-HYa Glut,AVPV-MEPO-SFO Tbr1 Glut,AVPV-MEPO-SFO Tbr1 Glut_1
CNU-HYa Glut,AVPV-MEPO-SFO Tbr1 Glut,AVPV-MEPO-SFO Tbr1 Glut_2
CNU-HYa Glut,AVPV-MEPO-SFO Tbr1 Glut,AVPV-MEPO-SFO Tbr1 Glut_3
CNU-HYa Glut,AVPV-MEPO-SFO Tbr1 Glut,AVPV-MEPO-SFO Tbr1 Glut_4
CNU-HYa Glut,AVPV-MEPO-SFO Tbr1 Glut,AVPV-MEPO-SFO Tbr1 Glut_5
CNU-HYa Glut,LHA Barhl2 Glut,LHA Barhl2 Glut_1
CNU-HYa Glut,LHA Barhl2 Glut,LHA Barhl2 Glut_2
CNU-HYa Glut,LHA Barhl2 Glut,LHA Barhl2 Glut_3
CNU-HYa Glut,ADP-MPO Trp73 Glut,ADP-MPO Trp73 Glut_1
CNU-HYa Glut,ADP-MPO Trp73 Glut,ADP-MPO Trp73 Glut_2
CNU-HYa Glut,ADP-MPO Trp73 Glut,ADP-MPO Trp73 Glut_3
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_1
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_2
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_3
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_4
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_5
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_6
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_7
CNU-HYa Glut,SI-MA-LPO-LHA Skor1 Glut,SI-MA-LPO-LHA Skor1 Glut_8
CNU-HYa Glut,LHA-MEA Otp Glut,LHA-MEA Otp Glut_1
CNU-HYa Glut,LHA-MEA Otp Glut,LHA-MEA Otp Glut_2
HY Glut,DMH Nkx2-4 Glut,DMH Nkx2-4 Glut_1
HY Glut,DMH Nkx2-4 Glut,DMH Nkx2-4 Glut_2
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_1
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_2
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_3
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_4
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_5
HY Glut,MPN-MPO-PVpo Hmx2 Glut,MPN-MPO-PVpo Hmx2 Glut_6
HY Glut,DMH Hmx2 Glut,DMH Hmx2 Glut_1
HY Glut,DMH Hmx2 Glut,DMH Hmx2 Glut_2
HY Glut,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_1
HY Glut,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_2
HY Glut,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_3
HY Glut,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_4
HY Glut,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_5
HY Glut,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_1
HY Glut,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_2
HY Glut,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_3
HY Glut,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_4
HY Glut,VMH Fezf1 Glut,VMH Fezf1 Glut_1
HY Glut,VMH Fezf1 Glut,VMH Fezf1 Glut_2
HY Glut,VMH Fezf1 Glut,VMH Fezf1 Glut_3
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_1
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_2
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_3
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_4
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_5
HY Glut,VMH Nr5a1 Glut,VMH Nr5a1 Glut_6
HY Glut,LHA Pmch Glut,LHA Pmch Glut_1
HY Glut,LHA Pmch Glut,LHA Pmch Glut_2
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_1
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_2
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_3
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_4
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_5
HY Glut,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_6
